Num,Header,Shortcut,Subgenus,Genus,Genus2
185,"MK217373.1 Infectious bronchitis virus strain I0725/17, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
186,"MK217372.1 Infectious bronchitis virus strain I0221/17, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
187,"MK142676.1 Infectious bronchitis virus isolate ahysx-1, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
188,"MK728875.1 Infectious bronchitis virus strain M41-CK, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
189,"KY047602.1 Infectious bronchitis virus isolate gammaCoV/Ck/Poland/G052/2016, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
190,"MH878976.1 Infectious bronchitis virus isolate VFAR-047, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
191,"MH181793.1 Infectious bronchitis virus strain HH06, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
192,"MG738155.1 Infectious bronchitis virus isolate IBS130/2015, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
193,"MG738154.1 Infectious bronchitis virus isolate IBS037A/2014, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
194,"MH539772.1 Infectious bronchitis virus isolate IBV_SES_15SK-02, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
195,"MH539771.1 Infectious bronchitis virus isolate IBV_SES_15AB-01, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
196,"MK032181.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0347/11, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
197,"MK032180.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0737/17, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
198,"MK032179.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0722/17, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
199,"MK032178.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0718/17, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
200,"MK032177.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0724/17, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
201,"MH924835.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0636/16, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
202,"MF924724.1 Infectious bronchitis virus isolate BP-CaKII, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
203,"JF893452.2 Infectious bronchitis virus isolate YN, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
204,"MG517474.1 Infectious bronchitis virus isolate GZ14_F80_vaccine, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
205,"MH020185.1 Infectious bronchitis virus isolate CK/CH/HD/171018, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
206,"MH779860.1 Infectious bronchitis virus isolate Ark99_pathogenic_field_virus, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
207,"MH779859.1 Infectious bronchitis virus isolate ArkGA_P60, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
208,"MH779858.1 Infectious bronchitis virus isolate ArkGA_P40, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
209,"MH779857.1 Infectious bronchitis virus isolate ArkGA_P20, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
210,"MG197727.1 Infectious bronchitis virus isolate CK/CH/GD/QY16, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
211,"MG021194.1 Infectious bronchitis virus isolate gammaCoV/AvCov/Ck/Italy/624I/96, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
212,"MF508703.1 Infectious bronchitis virus isolate YX10 D90 vaccine, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
213,"MG448607.1 Infectious bronchitis virus strain ck/CH/LHB/121042, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
214,"KY799582.1 Infectious bronchitis virus strain ck/CH/LSC/99I, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
215,"KY776701.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0108/17, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
216,"KY776700.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0712/11, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
217,"MF882923.1 Infectious bronchitis virus isolate CK/CH/HB/2016, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
218,"MF421319.1 Infectious bronchitis virus isolate UY/09/CA/01, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
219,"KY805846.1 Infectious bronchitis virus isolate IBV/Ck/EG/CU/4/2014, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
220,"KY805845.1 Infectious bronchitis virus isolate IBV/Ck/EG/CU/1/2014, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
221,"KU900744.1 Infectious bronchitis virus strain QIA-Q43, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
222,"KU900743.1 Infectious bronchitis virus strain SNU-10043, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
223,"KU900742.1 Infectious bronchitis virus strain SNU-11045, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
224,"KU900741.1 Infectious bronchitis virus strain SNU-9106, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
225,"KU900740.1 Infectious bronchitis virus strain QIA-KR/D79/05, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
226,"KU900739.1 Infectious bronchitis virus strain QIA-03342, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
227,"KU900738.1 Infectious bronchitis virus strain SNU-8065, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
228,"KX364300.1 Infectious bronchitis virus strain ck/CH/LSD/111218, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
229,"KX364299.1 Infectious bronchitis virus strain ck/CH/LSD/101223, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
230,"KX364298.1 Infectious bronchitis virus strain ck/CH/LDL/05II, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
231,"KX364297.1 Infectious bronchitis virus strain ck/CH/LJL/131006, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
232,"KX364296.1 Infectious bronchitis virus strain ck/CH/LJL/08-9, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
233,"KX364295.1 Infectious bronchitis virus strain ck/CH/LBJ/140511, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
234,"KX364294.1 Infectious bronchitis virus strain ck/CH/LBJ/140528, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
235,"KX364293.1 Infectious bronchitis virus strain ck/CH/LJL/07III, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
236,"KX364292.1 Infectious bronchitis virus strain ck/CH/LSD/110739, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
237,"KX364291.1 Infectious bronchitis virus strain ck/CH/LSD/110409, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
238,"KX364290.1 Infectious bronchitis virus strain ck/CH/LJL/101150, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
239,"KY620116.1 Infectious bronchitis virus strain gammaCoV/ck/China/I1101/16, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
240,"KY407558.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0118/14, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
241,"KY407557.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0111/14, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
242,"KY407556.1 Infectious bronchitis virus strain gammaCoV/ck/China/I0114/14, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
243,"KX640829.1 Infectious bronchitis virus strain ck/CH/LGX/111119, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
244,"KX434790.1 Infectious bronchitis virus strain ck/CH/LJS/111210, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
245,"KX434789.1 Infectious bronchitis virus strain ck/CH/LJL/140530, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
246,"KX434788.1 Infectious bronchitis virus strain ck/CH/LHLJ/130622, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
247,"KX425847.1 Infectious bronchitis virus strain ck/CH/LJL/140734, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
248,"KX400753.1 Infectious bronchitis virus strain ck/CH/LHB/110123, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
249,"KX389094.1 Infectious bronchitis virus strain ck/CH/LBJ/120481, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
250,"KX375808.1 Infectious bronchitis virus strain ck/CH/LHLJ/99I, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
251,"KX375807.1 Infectious bronchitis virus strain ck/CH/LHLJ/110836, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
252,"KX375806.1 Infectious bronchitis virus strain ck/CH/LHLJ/110673, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
253,"KX375805.1 Infectious bronchitis virus strain ck/CH/LJS/07V, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
254,"KX372250.1 Infectious bronchitis virus strain ck/CH/LSD/130205, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
255,"KX372249.1 Infectious bronchitis virus strain ck/CH/LHLJ/121219, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
256,"KX259257.1 Infectious bronchitis virus strain ck/CH/LJS/120848, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
257,"KX259256.1 Infectious bronchitis virus strain ck/CH/LJS/120552, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
258,"KX259255.1 Infectious bronchitis virus strain ck/CH/LJS/111111, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
259,"KX259254.1 Infectious bronchitis virus strain ck/CH/LSD/090314, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
260,"KX259253.1 Infectious bronchitis virus strain ck/CH/LHN/120338, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
261,"KX259252.1 Infectious bronchitis virus strain ck/CH/LJS/110439, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
262,"KX259251.1 Infectious bronchitis virus strain ck/CH/LJS/101237, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
263,"KX259250.1 Infectious bronchitis virus strain ck/CH/LJS/101113, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
264,"KX259249.1 Infectious bronchitis virus strain ck/CH/LJL/090330, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
265,"KX259248.1 Infectious bronchitis virus strain ck/CH/LHN/101211, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
266,"KX275394.1 Infectious bronchitis virus strain ck/CH/LSD08-8, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
267,"KX275393.1 Infectious bronchitis virus strain ck/CH/LHLJ/130705, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
268,"KX275392.1 Infectious bronchitis virus strain ck/CH/LHLJ/110943, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
269,"KX275391.1 Infectious bronchitis virus strain ck/CH/LHLJ/140927, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
270,"KX275390.1 Infectious bronchitis virus strain ck/CH/LHLJ/141103, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
271,"KX302875.1 Infectious bronchitis virus strain ck/CH/LJL/100512, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
272,"KX302874.1 Infectious bronchitis virus strain ck/CH/LGS/131148, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
273,"KX302873.1 Infectious bronchitis virus strain ck/CH/LJL/140924, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
274,"KX302872.1 Infectious bronchitis virus strain ck/CH/LSD/101115, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
275,"KX302871.1 Infectious bronchitis virus strain ck/CH/LHuB/131123, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
276,"KX302870.1 Infectious bronchitis virus strain ck/CH/LHLJ/130822, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
277,"KX302869.1 Infectious bronchitis virus strain ck/CH/LHLJ/090806, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
278,"KX302868.1 Infectious bronchitis virus strain ck/CH/LHLJ/130744, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
279,"KX302867.1 Infectious bronchitis virus strain ck/CH/LJL/150430, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
280,"KX302866.1 Infectious bronchitis virus strain ck/CH/LJL/04I, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
281,"KX302865.1 Infectious bronchitis virus strain ck/CH/LJS/131102, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
282,"KX302864.1 Infectious bronchitis virus strain ck/CH/LSD/09091, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
283,"KX302863.1 Infectious bronchitis virus strain ck/CH/LSD/090334, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
284,"KX302862.1 Infectious bronchitis virus strain ck/CH/LJS/101111, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
285,"KX302861.1 Infectious bronchitis virus strain ck/CH/LJS/131049, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
286,"KX302860.1 Infectious bronchitis virus strain ck/CH/LSD08-7, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
287,KX236016.1 Infectious bronchitis virus strain ck/CH/LHB/090921 complete genome,Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
288,"KX236015.1 Infectious bronchitis virus strain ck/CH/LDL/140709, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
289,"KX236014.1 Infectious bronchitis virus strain ck/CH/LHB/120497, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
290,"KX236013.1 Infectious bronchitis virus strain ck/CH/LSD/120742, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
291,"KX236012.1 Infectious bronchitis virus strain ck/CH/LSD/091003, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
292,"KX236011.1 Infectious bronchitis virus strain ck/CH/LSD/091203, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
293,"KX236010.1 Infectious bronchitis virus strain ck/CH/LSD/100412, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
294,"KX236009.1 Infectious bronchitis virus strain ck/CH/LSX/130132, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
295,"KX236008.1 Infectious bronchitis virus strain ck/CH/LDL/130325, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
296,"KX236007.1 Infectious bronchitis virus strain ck/CH/LSD/100408, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
297,"KX236006.1 Infectious bronchitis virus strain ck/CH/LSD/100305, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
298,"KX236005.1 Infectious bronchitis virus strain ck/CH/LJL/08-1, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
299,"KX236004.1 Infectious bronchitis virus strain ck/CH/LHLJ/150701, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
300,"KX236003.1 Infectious bronchitis virus strain ck/CH/LSD/111025, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
301,"KX236002.1 Infectious bronchitis virus strain ck/CH/LSD/111037, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
302,"KX236001.1 Infectious bronchitis virus strain ck/CH/LSD/03I, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
303,"KX236000.1 Infectious bronchitis virus strain ck/CH/LSD/110912, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
304,"KX252791.1 Infectious bronchitis virus strain ck/CH/LLN/98I, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
305,"KX252790.1 Infectious bronchitis virus strain ck/CH/LHLJ/090515, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
306,"KX252789.1 Infectious bronchitis virus strain ck/CH/LHLJ/090605, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
307,"KX252788.1 Infectious bronchitis virus strain ck/CH/LHLJ/08-6, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
308,"KX252787.1 Infectious bronchitis virus strain ck/CH/LLN/131040, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
309,"KX252786.1 Infectious bronchitis virus strain ck/CH/LLN/120605, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
310,"KX252785.1 Infectious bronchitis virus strain ck/CH/LSD/100311, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
311,"KX252784.1 Infectious bronchitis virus strain ck/CH/LLN/090910, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
312,"KX252783.1 Infectious bronchitis virus strain ck/CH/LHLJ/090510, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
313,"KX252782.1 Infectious bronchitis virus strain ck/CH/LLN/07I, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
314,"KX252781.1 Infectious bronchitis virus strain ck/CH/LHB/150619, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
315,"KX252780.1 Infectious bronchitis virus strain ck/CH/LLN/090312, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
316,"KX252779.1 Infectious bronchitis virus strain ck/CH/LLN/06I, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
317,"KX252778.1 Infectious bronchitis virus strain ck/CH/LJL/05I, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
318,"KX252777.1 Infectious bronchitis virus strain ck/CH/LSD/07I, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
319,"KX252776.1 Infectious bronchitis virus strain ck/CH/LHB/131144, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
320,"KX252775.1 Infectious bronchitis virus strain ck/CH/LHB/130628, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
321,"KX252774.1 Infectious bronchitis virus strain ck/CH/LHB/130589, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
322,"KX252773.1 Infectious bronchitis virus strain ck/CH/LHB/140542, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
323,"KX252772.1 Infectious bronchitis virus strain ck/CH/LSHH/03II, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
324,"KX272465.1 Infectious bronchitis virus isolate AR251-15, complete genome",Avian-CoV,Igacovirus,Gammacoronavirus,Gammacoronavirus
